郵便番号,市区,町,対応エリア,管轄デポ,,,
2270055 ,横浜青葉区,つつじが丘,横浜青葉区(鴨志田･桜台･藤が丘),相模原,,,
2278522 ,横浜青葉区,さつきが丘,横浜青葉区(鴨志田･桜台･藤が丘),相模原,,,
2430495 ,海老名市,上河内,特定施設・基地等,相模原,,,
2430494 ,海老名市,本郷,特定施設・基地等,相模原,,,
2430400 ,海老名市,以下に掲載がない場合,海老名市,相模原,,,
2430401 ,海老名市,東柏ケ谷,海老名市,相模原,,,
2430402 ,海老名市,柏ケ谷,海老名市,相模原,,,
2430403 ,海老名市,望地,海老名市,相模原,,,
2430404 ,海老名市,勝瀬,海老名市,相模原,,,
2430405 ,海老名市,国分南,海老名市,相模原,,,
2430406 ,海老名市,国分北,海老名市,相模原,,,
2430410 ,海老名市,杉久保北,海老名市,相模原,,,
2430411 ,海老名市,大谷,海老名市,相模原,,,
2430412 ,海老名市,浜田町,海老名市,相模原,,,
2430413 ,海老名市,国分寺台,海老名市,相模原,,,
2430414 ,海老名市,杉久保,海老名市,相模原,,,
2430415 ,海老名市,上河内,海老名市,相模原,,,
2430416 ,海老名市,中河内,海老名市,相模原,,,
2430417 ,海老名市,本郷,海老名市,相模原,,,
2430418 ,海老名市,大谷南,海老名市,相模原,,,
2430419 ,海老名市,大谷北,海老名市,相模原,,,
2430421 ,海老名市,さつき町,海老名市,相模原,,,
2430422 ,海老名市,中新田,海老名市,相模原,,,
2430423 ,海老名市,今里,海老名市,相模原,,,
2430424 ,海老名市,社家,海老名市,相模原,,,
2430425 ,海老名市,中野,海老名市,相模原,,,
2430426 ,海老名市,門沢橋,海老名市,相模原,,,
2430427 ,海老名市,杉久保南,海老名市,相模原,,,
2430431 ,海老名市,上今泉,海老名市,相模原,,,
2430432 ,海老名市,中央,海老名市,相模原,,,
2430433 ,海老名市,河原口,海老名市,相模原,,,
2430434 ,海老名市,上郷,海老名市,相模原,,,
2430435 ,海老名市,下今泉,海老名市,相模原,,,
2430436 ,海老名市,扇町,海老名市,相模原,,,
2430437 ,海老名市,泉,海老名市,相模原,,,
2430438 ,海老名市,めぐみ町,海老名市,相模原,,,
2430484 ,海老名市,中央,海老名市,相模原,,,
2430486 ,海老名市,中央,海老名市,相模原,,,
2430485 ,海老名市,中央,海老名市,相模原,,,
2430482 ,海老名市,扇町,特定施設・基地等,相模原,,,
2430492 ,海老名市,勝瀬,海老名市,相模原,,,
2430493 ,海老名市,大谷北,海老名市,相模原,,,
2430483 ,海老名市,中央,海老名市,相模原,,,
2430497 ,海老名市,本郷,特定施設・基地等,相模原,,,
2430487 ,海老名市,今里,海老名市,相模原,,,
2430496 ,海老名市,中新田,海老名市,相模原,,,
2430460 ,海老名市,泉,特定施設・基地等,相模原,,,
2158588 ,川崎市麻生区,南黒川,川崎麻生区(岡上･はるひ野),相模原,,,
2158511 ,川崎市麻生区,上麻生,川崎麻生区(新百合･王禅寺),相模原,,,
2158558 ,川崎市麻生区,上麻生,特定施設・基地等,相模原,,,
2158515 ,川崎市麻生区,万福寺,川崎麻生区(新百合･王禅寺),相模原,,,
2158576 ,川崎市麻生区,万福寺,川崎麻生区(新百合･王禅寺),相模原,,,
2158585 ,川崎市麻生区,上麻生,川崎麻生区(新百合･王禅寺),相模原,,,
2158527 ,川崎市麻生区,上麻生,川崎麻生区(新百合･王禅寺),相模原,,,
2158570 ,川崎市麻生区,万福寺,川崎麻生区(新百合･王禅寺),相模原,,,
2158530 ,川崎市麻生区,栗木,川崎麻生区(岡上･はるひ野),相模原,,,
2158550 ,川崎市麻生区,栗木,川崎麻生区(岡上･はるひ野),相模原,,,
2158521 ,川崎市麻生区,栗木,川崎麻生区(岡上･はるひ野),相模原,,,
2158510 ,川崎市麻生区,栗木,川崎麻生区(岡上･はるひ野),相模原,,,
2158542 ,川崎市麻生区,東百合丘,特定施設・基地等,相模原,,,
2158566 ,川崎市麻生区,上麻生,川崎麻生区(新百合･王禅寺),相模原,,,
2158520 ,川崎市麻生区,万福寺,特定施設・基地等,相模原,,,
2158509 ,川崎市麻生区,南黒川,川崎麻生区(新百合･王禅寺),相模原,,,
2525225 ,相模原市中央区,小山,特定施設・基地等,相模原,,,
2525269 ,相模原市中央区,田名,特定施設・基地等,相模原,,,
2525294 ,相模原市中央区,横山,相模原中央区,相模原,,,
2525285 ,相模原市中央区,南橋本,特定施設・基地等,相模原,,,
2520200 ,相模原市中央区,以下に掲載がない場合,相模原中央区,相模原,,,
2520201 ,相模原市中央区,上矢部,相模原中央区,相模原,,,
2520202 ,相模原市中央区,淵野辺本町,相模原中央区,相模原,,,
2520203 ,相模原市中央区,東淵野辺,相模原中央区,相模原,,,
2520205 ,相模原市中央区,小山,相模原中央区,相模原,,,
2520206 ,相模原市中央区,淵野辺,相模原中央区,相模原,,,
2520207 ,相模原市中央区,矢部新町,相模原中央区,相模原,,,
2520208 ,相模原市中央区,矢部新田,相模原中央区,相模原,,,
2520211 ,相模原市中央区,宮下本町,相模原中央区,相模原,,,
2520212 ,相模原市中央区,宮下,相模原中央区,相模原,,,
2520213 ,相模原市中央区,すすきの町,相模原中央区,相模原,,,
2520214 ,相模原市中央区,向陽町,相模原中央区,相模原,,,
2520215 ,相模原市中央区,氷川町,相模原中央区,相模原,,,
2520216 ,相模原市中央区,清新,相模原中央区,相模原,,,
2520217 ,相模原市中央区,小町通,相模原中央区,相模原,,,
2520221 ,相模原市中央区,高根,相模原中央区,相模原,,,
2520222 ,相模原市中央区,由野台,相模原中央区,相模原,,,
2520223 ,相模原市中央区,松が丘,相模原中央区,相模原,,,
2520224 ,相模原市中央区,青葉,相模原中央区,相模原,,,
2520225 ,相模原市中央区,緑が丘,相模原中央区,相模原,,,
2520226 ,相模原市中央区,陽光台,相模原中央区,相模原,,,
2520227 ,相模原市中央区,光が丘,相模原中央区,相模原,,,
2520228 ,相模原市中央区,並木,相模原中央区,相模原,,,
2520229 ,相模原市中央区,弥栄,相模原中央区,相模原,,,
2520231 ,相模原市中央区,相模原,相模原中央区,相模原,,,
2520232 ,相模原市中央区,矢部,相模原中央区,相模原,,,
2520233 ,相模原市中央区,鹿沼台,相模原中央区,相模原,,,
2520234 ,相模原市中央区,共和,相模原中央区,相模原,,,
2520235 ,相模原市中央区,相生,相模原中央区,相模原,,,
2520236 ,相模原市中央区,富士見,相模原中央区,相模原,,,
2520237 ,相模原市中央区,千代田,相模原中央区,相模原,,,
2520238 ,相模原市中央区,星が丘,相模原中央区,相模原,,,
2520239 ,相模原市中央区,中央,相模原中央区,相模原,,,
2520241 ,相模原市中央区,横山台,相模原中央区,相模原,,,
2520242 ,相模原市中央区,横山,相模原中央区,相模原,,,
2520243 ,相模原市中央区,上溝,相模原中央区,相模原,,,
2520244 ,相模原市中央区,田名,相模原中央区,相模原,,,
2520245 ,相模原市中央区,田名塩田,相模原中央区,相模原,,,
2520246 ,相模原市中央区,水郷田名,相模原中央区,相模原,,,
2520251 ,相模原市中央区,大野台,相模原中央区,相模原,,,
2520253 ,相模原市中央区,南橋本,相模原中央区,相模原,,,
2520254 ,相模原市中央区,下九沢,相模原中央区,相模原,,,
2525290 ,相模原市中央区,小山,相模原中央区,相模原,,,
2525298 ,相模原市中央区,下九沢,特定施設・基地等,相模原,,,
2525286 ,相模原市中央区,小山,相模原中央区,相模原,,,
2525201 ,相模原市中央区,淵野辺,特定施設・基地等,相模原,,,
2525295 ,相模原市中央区,宮下,特定施設・基地等,相模原,,,
2525252 ,相模原市中央区,鹿沼台,特定施設・基地等,相模原,,,
2525277 ,相模原市中央区,中央,相模原中央区,相模原,,,
2525222 ,相模原市中央区,青葉,特定施設・基地等,相模原,,,
2525293 ,相模原市中央区,田名,特定施設・基地等,相模原,,,
2525210 ,相模原市中央区,由野台,特定施設・基地等,相模原,,,
2525221 ,相模原市中央区,宮下,相模原中央区,相模原,,,
2525297 ,相模原市中央区,南橋本,特定施設・基地等,相模原,,,
2525250 ,相模原市中央区,小山,特定施設・基地等,相模原,,,
2525255 ,相模原市中央区,相模原,特定施設・基地等,相模原,,,
2525258 ,相模原市中央区,淵野辺,特定施設・基地等,相模原,,,
2525288 ,相模原市中央区,相模原,相模原中央区,相模原,,,
2525211 ,相模原市中央区,富士見,相模原中央区,相模原,,,
2525233 ,相模原市中央区,千代田,相模原中央区,相模原,,,
2525260 ,相模原市中央区,清新,特定施設・基地等,相模原,,,
2525212 ,相模原市中央区,田名,特定施設・基地等,相模原,,,
2525215 ,相模原市中央区,田名,特定施設・基地等,相模原,,,
2525213 ,相模原市中央区,田名,特定施設・基地等,相模原,,,
2525214 ,相模原市中央区,田名,特定施設・基地等,相模原,,,
2528538 ,相模原市南区,麻溝台,特定施設・基地等,相模原,,,
2520371 ,相模原市南区,相模大野,特定施設・基地等,相模原,,,
2520392 ,相模原市南区,桜台,特定施設・基地等,相模原,,,
2520300 ,相模原市南区,以下に掲載がない場合,相模原南区,相模原,,,
2520301 ,相模原市南区,鵜野森,相模原南区,相模原,,,
2520302 ,相模原市南区,上鶴間,相模原南区,相模原,,,
2520303 ,相模原市南区,相模大野,相模原南区,相模原,,,
2520304 ,相模原市南区,旭町,相模原南区,相模原,,,
2520305 ,相模原市南区,豊町,相模原南区,相模原,,,
2520306 ,相模原市南区,栄町,相模原南区,相模原,,,
2520307 ,相模原市南区,文京,相模原南区,相模原,,,
2520311 ,相模原市南区,東林間,相模原南区,相模原,,,
2520312 ,相模原市南区,相南,相模原南区,相模原,,,
2520313 ,相模原市南区,松が枝町,相模原南区,相模原,,,
2520314 ,相模原市南区,南台,相模原南区,相模原,,,
2520315 ,相模原市南区,桜台,相模原南区,相模原,,,
2520316 ,相模原市南区,双葉,相模原南区,相模原,,,
2520317 ,相模原市南区,御園,相模原南区,相模原,,,
2520318 ,相模原市南区,上鶴間本町,相模原南区,相模原,,,
2520321 ,相模原市南区,相模台,相模原南区,相模原,,,
2520322 ,相模原市南区,相模台団地,相模原南区,相模原,,,
2520323 ,相模原市南区,相武台団地,相模原南区,相模原,,,
2520324 ,相模原市南区,相武台,相模原南区,相模原,,,
2520325 ,相模原市南区,新磯野,相模原南区,相模原,,,
2520326 ,相模原市南区,新戸,相模原南区,相模原,,,
2520327 ,相模原市南区,磯部,相模原南区,相模原,,,
2520328 ,相模原市南区,麻溝台,相模原南区,相模原,,,
2520329 ,相模原市南区,北里,相模原南区,相模原,,,
2520331 ,相模原市南区,大野台,相模原南区,相模原,,,
2520332 ,相模原市南区,西大沼,相模原南区,相模原,,,
2520333 ,相模原市南区,東大沼,相模原南区,相模原,,,
2520334 ,相模原市南区,若松,相模原南区,相模原,,,
2520335 ,相模原市南区,下溝,相模原南区,相模原,,,
2520336 ,相模原市南区,当麻,相模原南区,相模原,,,
2520344 ,相模原市南区,古淵,相模原南区,相模原,,,
2520373 ,相模原市南区,北里,特定施設・基地等,相模原,,,
2520374 ,相模原市南区,北里,特定施設・基地等,相模原,,,
2520375 ,相模原市南区,北里,特定施設・基地等,相模原,,,
2520378 ,相模原市南区,新戸,特定施設・基地等,相模原,,,
2520380 ,相模原市南区,麻溝台,特定施設・基地等,相模原,,,
2520383 ,相模原市南区,文京,特定施設・基地等,相模原,,,
2520395 ,相模原市南区,相南,特定施設・基地等,相模原,,,
2520370 ,相模原市南区,相模大野,相模原南区,相模原,,,
2520377 ,相模原市南区,相模大野,相模原南区,相模原,,,
2520386 ,相模原市南区,西大沼,特定施設・基地等,相模原,,,
2520381 ,相模原市南区,相模大野,相模原南区,相模原,,,
2520388 ,相模原市南区,相模大野,相模原南区,相模原,,,
2520385 ,相模原市南区,上鶴間,特定施設・基地等,相模原,,,
2520398 ,相模原市南区,上鶴間本町,相模原南区,相模原,,,
2428585 ,大和市,深見東,大和市,相模原,,,
2428555 ,大和市,中央林間西,大和市,相模原,,,
2420000 ,大和市,以下に掲載がない場合,大和市,相模原,,,
2420001 ,大和市,下鶴間,大和市,相模原,,,
2420002 ,大和市,つきみ野,大和市,相模原,,,
2420003 ,大和市,林間,大和市,相模原,,,
2420004 ,大和市,鶴間,大和市,相模原,,,
2420005 ,大和市,西鶴間,大和市,相模原,,,
2420006 ,大和市,南林間,大和市,相模原,,,
2420007 ,大和市,中央林間,大和市,相模原,,,
2420008 ,大和市,中央林間西,大和市,相模原,,,
2420011 ,大和市,深見,大和市,相模原,,,
2420012 ,大和市,深見東,大和市,相模原,,,
2420013 ,大和市,深見台,大和市,相模原,,,
2420014 ,大和市,上和田,大和市,相模原,,,
2420015 ,大和市,下和田,大和市,相模原,,,
2420016 ,大和市,大和南,大和市,相模原,,,
2420017 ,大和市,大和東,大和市,相模原,,,
2420018 ,大和市,深見西,大和市,相模原,,,
2420021 ,大和市,中央,大和市,相模原,,,
2420022 ,大和市,柳橋,大和市,相模原,,,
2420023 ,大和市,渋谷,大和市,相模原,,,
2420024 ,大和市,福田,大和市,相模原,,,
2420025 ,大和市,代官,大和市,相模原,,,
2420026 ,大和市,草柳,大和市,相模原,,,
2420027 ,大和市,下草柳,大和市,相模原,,,
2420028 ,大和市,桜森,大和市,相模原,,,
2420029 ,大和市,上草柳,大和市,相模原,,,
2428601 ,大和市,下鶴間,大和市,相模原,,,
2428507 ,大和市,大和南,大和市,相模原,,,
2428577 ,大和市,深見台,大和市,相模原,,,
2428502 ,大和市,中央林間,特定施設・基地等,相模原,,,
2428610 ,大和市,（都市計画事業渋谷（南部地区）土地区画整理事業地内７４街区１外イオンリテール 株式会社 イオン大和店）,特定施設・基地等,相模原,,,
1948585 ,町田市,金森,町田,相模原,,,
1940297 ,町田市,下小山田町,特定施設・基地等,相模原,,,
1958585 ,町田市,金井町,特定施設・基地等,相模原,,,
1940292 ,町田市,相原町,特定施設・基地等,相模原,,,
1940294 ,町田市,常盤町,特定施設・基地等,相模原,,,
1940298 ,町田市,相原町,特定施設・基地等,相模原,,,
1940293 ,町田市,相原町,特定施設・基地等,相模原,,,
1948520 ,町田市,森野,町田,相模原,,,
1948589 ,町田市,鶴間,特定施設・基地等,相模原,,,
1948566 ,町田市,成瀬,町田,相模原,,,
1948502 ,町田市,森野,町田,相模原,,,
1948511 ,町田市,南大谷,特定施設・基地等,相模原,,,
1948503 ,町田市,鶴間,町田,相模原,,,
1958550 ,町田市,広袴,特定施設・基地等,相模原,,,
1948507 ,町田市,森野,町田,相模原,,,
1948540 ,町田市,中町,町田,相模原,,,
1948508 ,町田市,忠生,町田,相模原,,,
1948666 ,町田市,西成瀬,町田,相模原,,,
1958555 ,町田市,金井町,特定施設・基地等,相模原,,,
1948580 ,町田市,森野,町田,相模原,,,
1940296 ,町田市,小山ヶ丘,町田(堺地区),相模原,,,
1948551 ,町田市,原町田,町田,相模原,,,
1948588 ,町田市,忠生,町田,相模原,,,
1948567 ,町田市,中町,町田,相模原,,,
1948543 ,町田市,東玉川学園,特定施設・基地等,相模原,,,
1948560 ,町田市,旭町,町田,相模原,,,
1948533 ,町田市,旭町,町田,相模原,,,
1948577 ,町田市,南町田,町田,相模原,,,
1940295 ,町田市,小山ケ丘,町田(堺地区),相模原,,,
1948586 ,町田市,原町田,特定施設・基地等,相模原,,,
1948505 ,町田市,原町田,特定施設・基地等,相模原,,,
1948530 ,町田市,金森,町田,相模原,,,
1948570 ,町田市,南町田,町田,相模原,,,
1948510 ,町田市,鶴間,町田,相模原,,,
1948550 ,町田市,原町田,特定施設・基地等,相模原,,,
1948538 ,町田市,原町田,特定施設・基地等,相模原,,,
1948515 ,町田市,原町田,町田,相模原,,,
1948610 ,町田市,玉川学園,特定施設・基地等,相模原,,,
1948611 ,町田市,玉川学園,特定施設・基地等,相模原,,,
1948612 ,町田市,玉川学園,特定施設・基地等,相模原,,,
1948501 ,町田市,原町田,特定施設・基地等,相模原,,,
1948555 ,町田市,鶴間,町田,相模原,,,
1820000 ,東京都,以下に掲載がない場合,調布市,日野,,,
1820001 ,東京都,緑ケ丘,調布市,日野,,,
1820002 ,東京都,仙川町,調布市,日野,,,
1820003 ,東京都,若葉町,調布市,日野,,,
1820004 ,東京都,入間町,調布市,日野,,,
1820005 ,東京都,東つつじケ丘,調布市,日野,,,
1820006 ,東京都,西つつじケ丘,調布市,日野,,,
1820007 ,東京都,菊野台,調布市,日野,,,
1820011 ,東京都,深大寺北町,調布市,日野,,,
1820012 ,東京都,深大寺東町,調布市,日野,,,
1820013 ,東京都,深大寺南町,調布市,日野,,,
1820014 ,東京都,柴崎,調布市,日野,,,
1820015 ,東京都,八雲台,調布市,日野,,,
1820016 ,東京都,佐須町,調布市,日野,,,
1820017 ,東京都,深大寺元町,調布市,日野,,,
1820021 ,東京都,調布ケ丘,調布市,日野,,,
1820022 ,東京都,国領町,調布市,日野,,,
1820023 ,東京都,染地,調布市,日野,,,
1820024 ,東京都,布田,調布市,日野,,,
1820025 ,東京都,多摩川,調布市,日野,,,
1820026 ,東京都,小島町,調布市,日野,,,
1820031 ,東京都,野水,調布市,日野,,,
1820032 ,東京都,西町,調布市,日野,,,
1820033 ,東京都,富士見町,調布市,日野,,,
1830000 ,東京都,以下に掲載がない場合,府中市,日野,,,
1830001 ,東京都,浅間町,府中市,日野,,,
1830002 ,東京都,多磨町,府中市,日野,,,
1830003 ,東京都,朝日町,府中市,日野,,,
1830004 ,東京都,紅葉丘,府中市,日野,,,
1830005 ,東京都,若松町,府中市,日野,,,
1830006 ,東京都,緑町,府中市,日野,,,
1830011 ,東京都,白糸台,府中市,日野,,,
1830012 ,東京都,押立町,府中市,日野,,,
1830013 ,東京都,小柳町,府中市,日野,,,
1830014 ,東京都,是政,府中市,日野,,,
1830015 ,東京都,清水が丘,府中市,日野,,,
1830016 ,東京都,八幡町,府中市,日野,,,
1830021 ,東京都,片町,府中市,日野,,,
1830022 ,東京都,宮西町,府中市,日野,,,
1830023 ,東京都,宮町,府中市,日野,,,
1830024 ,東京都,日吉町,府中市,日野,,,
1830025 ,東京都,矢崎町,府中市,日野,,,
1830026 ,東京都,南町,府中市,日野,,,
1830027 ,東京都,本町,府中市,日野,,,
1830031 ,東京都,西府町,府中市,日野,,,
1830032 ,東京都,本宿町,府中市,日野,,,
1830033 ,東京都,分梅町,府中市,日野,,,
1830034 ,東京都,住吉町,府中市,日野,,,
1830035 ,東京都,四谷,府中市,日野,,,
1830036 ,東京都,日新町,府中市,日野,,,
1830041 ,東京都,北山町,府中市,日野,,,
1830042 ,東京都,武蔵台,府中市,日野,,,
1830043 ,東京都,東芝町,府中市,日野,,,
1830044 ,東京都,日鋼町,府中市,日野,,,
1830045 ,東京都,美好町,府中市,日野,,,
1830046 ,東京都,西原町,府中市,日野,,,
1830051 ,東京都,栄町,府中市,日野,,,
1830052 ,東京都,新町,府中市,日野,,,
1830053 ,東京都,天神町,府中市,日野,,,
1830054 ,東京都,幸町,府中市,日野,,,
1830055 ,東京都,府中町,府中市,日野,,,
1830056 ,東京都,寿町,府中市,日野,,,
1830057 ,東京都,晴見町,府中市,日野,,,
1850000 ,東京都,以下に掲載がない場合,国分寺市,日野,,,
1850001 ,東京都,北町,国分寺市,日野,,,
1850002 ,東京都,東戸倉,国分寺市,日野,,,
1850003 ,東京都,戸倉,国分寺市,日野,,,
1850004 ,東京都,新町,国分寺市,日野,,,
1850005 ,東京都,並木町,国分寺市,日野,,,
1850011 ,東京都,本多,国分寺市,日野,,,
1850012 ,東京都,本町,国分寺市,日野,,,
1850013 ,東京都,西恋ケ窪,国分寺市,日野,,,
1850014 ,東京都,東恋ケ窪,国分寺市,日野,,,
1850021 ,東京都,南町,国分寺市,日野,,,
1850022 ,東京都,東元町,国分寺市,日野,,,
1850023 ,東京都,西元町,国分寺市,日野,,,
1850024 ,東京都,泉町,国分寺市,日野,,,
1850031 ,東京都,富士本,国分寺市,日野,,,
1850032 ,東京都,日吉町,国分寺市,日野,,,
1850033 ,東京都,内藤,国分寺市,日野,,,
1850034 ,東京都,光町,国分寺市,日野,,,
1850035 ,東京都,西町,国分寺市,日野,,,
1850036 ,東京都,高木町,国分寺市,日野,,,
1860000 ,東京都,以下に掲載がない場合,国立市,日野,,,
1860001 ,東京都,北,国立市,日野,,,
1860002 ,東京都,東,国立市,日野,,,
1860003 ,東京都,富士見台,国立市,日野,,,
1860004 ,東京都,中,国立市,日野,,,
1860005 ,東京都,西,国立市,日野,,,
1860011 ,東京都,谷保,国立市,日野,,,
1860012 ,東京都,泉,国立市,日野,,,
1860013 ,東京都,青柳,国立市,日野,,,
1860014 ,東京都,石田,国立市,日野,,,
1860015 ,東京都,矢川,国立市,日野,,,
1900000 ,東京都,以下に掲載がない場合,立川市,日野,,,
1900001 ,東京都,若葉町,立川市,日野,,,
1900002 ,東京都,幸町,立川市,日野,,,
1900003 ,東京都,栄町,立川市,日野,,,
1900004 ,東京都,柏町,立川市,日野,,,
1900011 ,東京都,高松町,立川市,日野,,,
1900012 ,東京都,曙町,立川市,日野,,,
1900013 ,東京都,富士見町,立川市,日野,,,
1900014 ,東京都,緑町,立川市,日野,,,
1900015 ,東京都,泉町,立川市,日野,,,
1900021 ,東京都,羽衣町,立川市,日野,,,
1900022 ,東京都,錦町,立川市,日野,,,
1900023 ,東京都,柴崎町,立川市,日野,,,
1900031 ,東京都,砂川町,立川市,日野,,,
1900032 ,東京都,上砂町,立川市,日野,,,
1900033 ,東京都,一番町,立川市,日野,,,
1900034 ,東京都,西砂町,立川市,日野,,,
1910000 ,東京都,以下に掲載がない場合,日野市,日野,,,
1910001 ,東京都,栄町,日野市,日野,,,
1910002 ,東京都,新町,日野市,日野,,,
1910003 ,東京都,日野台,日野市,日野,,,
1910011 ,東京都,日野本町,日野市,日野,,,
1910012 ,東京都,日野,日野市,日野,,,
1910013 ,東京都,宮,日野市,日野,,,
1910014 ,東京都,上田,日野市,日野,,,
1910015 ,東京都,川辺堀之内,日野市,日野,,,
1910016 ,東京都,神明,日野市,日野,,,
1910021 ,東京都,石田,日野市,日野,,,
1910022 ,東京都,新井,日野市,日野,,,
1910023 ,東京都,下田,日野市,日野,,,
1910024 ,東京都,万願寺,日野市,日野,,,
1910031 ,東京都,高幡,日野市,日野,,,
1910032 ,東京都,三沢,日野市,日野,,,
1910033 ,東京都,百草,日野市,日野,,,
1910034 ,東京都,落川,日野市,日野,,,
1910041 ,東京都,南平,日野市,日野,,,
1910042 ,東京都,程久保,日野市,日野,,,
1910043 ,東京都,平山,日野市,日野,,,
1910051 ,東京都,豊田（大字）,日野市,日野,,,
1910052 ,東京都,東豊田,日野市,日野,,,
1910053 ,東京都,豊田（丁目）,日野市,日野,,,
1910054 ,東京都,東平山,日野市,日野,,,
1910055 ,東京都,西平山,日野市,日野,,,
1910061 ,東京都,大坂上,日野市,日野,,,
1910062 ,東京都,多摩平,日野市,日野,,,
1910063 ,東京都,さくら町,日野市,日野,,,
1910064 ,東京都,富士町,日野市,日野,,,
1910065 ,東京都,旭が丘,日野市,日野,,,
1920000 ,東京都,以下に掲載がない場合,八王子市,日野,,,
1920001 ,東京都,戸吹町,八王子市,日野,,,
1920002 ,東京都,高月町,八王子市,日野,,,
1920003 ,東京都,丹木町,八王子市,日野,,,
1920004 ,東京都,加住町,八王子市,日野,,,
1920005 ,東京都,宮下町,八王子市,日野,,,
1920011 ,東京都,滝山町,八王子市,日野,,,
1920012 ,東京都,左入町,八王子市,日野,,,
1920013 ,東京都,梅坪町,八王子市,日野,,,
1920014 ,東京都,みつい台,八王子市,日野,,,
1920015 ,東京都,中野町,八王子市,日野,,,
1920016 ,東京都,谷野町,八王子市,日野,,,
1920021 ,東京都,丸山町,八王子市,日野,,,
1920022 ,東京都,平町,八王子市,日野,,,
1920023 ,東京都,久保山町,八王子市,日野,,,
1920024 ,東京都,宇津木町,八王子市,日野,,,
1920025 ,東京都,尾崎町,八王子市,日野,,,
1920031 ,東京都,小宮町,八王子市,日野,,,
1920032 ,東京都,石川町,八王子市,日野,,,
1920033 ,東京都,高倉町,八王子市,日野,,,
1920034 ,東京都,大谷町,八王子市,日野,,,
1920041 ,東京都,中野上町,八王子市,日野,,,
1920042 ,東京都,中野山王,八王子市,日野,,,
1920043 ,東京都,暁町,八王子市,日野,,,
1920044 ,東京都,富士見町,八王子市,日野,,,
1920045 ,東京都,大和田町,八王子市,日野,,,
1920046 ,東京都,明神町,八王子市,日野,,,
1920051 ,東京都,元本郷町,八王子市,日野,,,
1920052 ,東京都,本郷町,八王子市,日野,,,
1920053 ,東京都,八幡町,八王子市,日野,,,
1920054 ,東京都,小門町,八王子市,日野,,,
1920055 ,東京都,八木町,八王子市,日野,,,
1920056 ,東京都,追分町,八王子市,日野,,,
1920061 ,東京都,平岡町,八王子市,日野,,,
1920062 ,東京都,大横町,八王子市,日野,,,
1920063 ,東京都,元横山町,八王子市,日野,,,
1920064 ,東京都,田町,八王子市,日野,,,
1920065 ,東京都,新町,八王子市,日野,,,
1920066 ,東京都,本町,八王子市,日野,,,
1920071 ,東京都,八日町,八王子市,日野,,,
1920072 ,東京都,南町,八王子市,日野,,,
1920073 ,東京都,寺町,八王子市,日野,,,
1920074 ,東京都,天神町,八王子市,日野,,,
1920075 ,東京都,南新町,八王子市,日野,,,
1920081 ,東京都,横山町,八王子市,日野,,,
1920082 ,東京都,東町,八王子市,日野,,,
1920083 ,東京都,旭町,八王子市,日野,,,
1920084 ,東京都,三崎町,八王子市,日野,,,
1920085 ,東京都,中町,八王子市,日野,,,
1920151 ,東京都,上川町,八王子市,日野,,,
1920152 ,東京都,美山町,八王子市,日野,,,
1920153 ,東京都,西寺方町,八王子市,日野,,,
1920154 ,東京都,下恩方町,八王子市,日野,,,
1920155 ,東京都,小津町,八王子市,日野,,,
1920156 ,東京都,上恩方町,八王子市,日野,,,
1920351 ,東京都,東中野,八王子市,日野,,,
1920352 ,東京都,大塚,八王子市,日野,,,
1920353 ,東京都,鹿島,八王子市,日野,,,
1920354 ,東京都,松が谷,八王子市,日野,,,
1920355 ,東京都,堀之内,八王子市,日野,,,
1920361 ,東京都,越野,八王子市,日野,,,
1920362 ,東京都,松木,八王子市,日野,,,
1920363 ,東京都,別所,八王子市,日野,,,
1920364 ,東京都,南大沢,八王子市,日野,,,
1920371 ,東京都,南陽台,八王子市,日野,,,
1920372 ,東京都,下柚木,八王子市,日野,,,
1920373 ,東京都,上柚木,八王子市,日野,,,
1920374 ,東京都,中山,八王子市,日野,,,
1920375 ,東京都,鑓水,八王子市,日野,,,
1920902 ,東京都,上野町,八王子市,日野,,,
1920903 ,東京都,万町,八王子市,日野,,,
1920904 ,東京都,子安町,八王子市,日野,,,
1920906 ,東京都,北野町,八王子市,日野,,,
1920907 ,東京都,長沼町,八王子市,日野,,,
1920911 ,東京都,打越町,八王子市,日野,,,
1920912 ,東京都,絹ケ丘,八王子市,日野,,,
1920913 ,東京都,北野台,八王子市,日野,,,
1920914 ,東京都,片倉町,八王子市,日野,,,
1920915 ,東京都,宇津貫町,八王子市,日野,,,
1920916 ,東京都,みなみ野,八王子市,日野,,,
1920917 ,東京都,西片倉,八王子市,日野,,,
1920918 ,東京都,兵衛,八王子市,日野,,,
1920919 ,東京都,七国,八王子市,日野,,,
1930801 ,東京都,川口町,八王子市,日野,,,
1930802 ,東京都,犬目町,八王子市,日野,,,
1930803 ,東京都,楢原町,八王子市,日野,,,
1930804 ,東京都,清川町,八王子市,日野,,,
1930811 ,東京都,上壱分方町,八王子市,日野,,,
1930812 ,東京都,諏訪町,八王子市,日野,,,
1930813 ,東京都,四谷町,八王子市,日野,,,
1930814 ,東京都,泉町,八王子市,日野,,,
1930815 ,東京都,叶谷町,八王子市,日野,,,
1930816 ,東京都,大楽寺町,八王子市,日野,,,
1930821 ,東京都,川町,八王子市,日野,,,
1930822 ,東京都,弐分方町,八王子市,日野,,,
1930823 ,東京都,横川町,八王子市,日野,,,
